DAY,TIME,CORES,CPU_LOAD,GPU_LOAD,MIN_GPU_LOAD,MAX_GPU_LOAD,USED_MEMORY,PEEK_MEMORY,RAM_LOAD,MIN_RAM_LOAD,MAX_RAM_LOAD,GPU_TEMP,MIN_TEMP,MAX_TEMP
25/6/2020,17:14:6:903,19;50;31;56;39;,0,0,0,13,13,84,84,-858993460,1000,0
25/6/2020,17:14:15:829,25;31;25;38;30;,0,0,0,13,13,84,84,-858993460,1000,0
25/6/2020,17:14:16:216,25;31;19;37;28;,0,0,0,13,13,84,84,-858993460,1000,0
25/6/2020,17:14:16:584,62;56;43;68;57;,0,0,0,13,13,84,84,-858993460,1000,0
25/6/2020,17:14:17:1,62;56;37;56;53;,0,0,0,13,13,84,84,-858993460,1000,0
